Abstract,Published year,OFC,PFC,DLPFC,mPFC,Frontal lobe,Temporal lobe,Amygdala,ACC,Hippocampus,Insula,Thalamus,BG,Striatum,Putamen,CAU
4941,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4942,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4943,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4944,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4945,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4946,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4947,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4948,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4949,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4950,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4951,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4952,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4953,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4954,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4955,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4956,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4957,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4958,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4959,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4960,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4961,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4962,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4963,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4964,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4965,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4966,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4967,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4968,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4969,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4970,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4971,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4972,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4973,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4974,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4975,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4976,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4977,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4978,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4979,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4980,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4981,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4982,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4983,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4984,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4985,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4986,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4987,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4988,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4989,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4990,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4991,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4992,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4993,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4994,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4995,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4996,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4997,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4998,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4999,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5003,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5004,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5006,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5007,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5008,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5010,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5011,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5012,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5014,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5015,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5016,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5018,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5019,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5020,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5021,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5022,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5024,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5026,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5027,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5028,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5029,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5030,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5032,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5034,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5035,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5036,1992,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5037,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5038,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5040,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5042,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5043,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5044,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5046,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5047,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5048,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5049,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5050,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5051,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5052,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5053,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5054,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5056,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5057,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5058,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5059,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5060,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5064,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5066,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5067,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5069,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5070,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5071,1992,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5072,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5074,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5075,1993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5076,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5077,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5078,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5079,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5080,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5081,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5082,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5083,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5084,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5085,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5086,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5087,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5088,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5089,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5090,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5092,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5093,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5094,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5095,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5096,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5097,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5098,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5102,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5106,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5108,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5109,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5115,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5116,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5117,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5120,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5121,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5122,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5123,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5124,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5128,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5129,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5130,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5131,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5132,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5133,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5134,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5135,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5136,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5137,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5138,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5139,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5140,1993,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5141,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5142,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5143,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5144,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5145,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5146,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5147,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5148,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5149,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5150,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5151,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5152,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5153,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5154,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5155,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5156,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5157,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5158,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5159,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5160,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5161,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5162,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5163,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5164,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5165,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5166,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5167,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5168,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5169,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5170,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5171,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5172,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5173,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5174,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5175,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5176,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5177,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5178,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5179,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5180,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5181,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5182,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5183,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5184,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5185,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5186,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5187,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5188,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5189,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5190,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5191,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5192,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5193,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5194,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5195,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5196,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5197,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5198,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5199,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5200,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5201,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5202,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5203,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5204,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5205,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5206,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5207,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5208,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5209,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5210,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5211,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5212,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5213,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5214,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5215,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5216,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5217,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5218,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5219,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5220,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5221,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5222,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5223,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5224,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5225,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5226,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5227,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5228,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5229,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5230,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5231,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5232,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5233,1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5234,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5235,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5236,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5237,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5238,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5239,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5240,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5241,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5242,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5243,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5244,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5245,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5246,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5247,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5248,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5249,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5250,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5251,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5252,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5253,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5254,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5255,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5256,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5257,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5258,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5259,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5260,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5261,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5262,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5263,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5264,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5265,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5266,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5267,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5268,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5269,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5270,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5271,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5272,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5273,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5274,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5275,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5276,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5277,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5278,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5279,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5280,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5281,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5282,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5283,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5284,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5285,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5286,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5287,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5288,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5289,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5290,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5291,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5292,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5293,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5294,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5295,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5296,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5297,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5298,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5299,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5300,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5301,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5302,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5303,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5304,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5305,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5306,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5307,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5308,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5309,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5310,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5311,1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5312,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5313,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5314,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5315,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5316,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5317,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5318,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5319,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5320,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5321,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5322,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5323,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5324,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5325,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5326,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
